Filename,Predictions
has\2021-09-07-2021-09-14_graph_AAPL_30_day.png,1.0
has\2021-09-08-2021-09-14_graph_AAPL_30_day.png,1.0
has\2021-09-08-2021-09-15_graph_AAPL_30_day.png,1.0
has\2021-09-09-2021-09-15_graph_AAPL_30_day.png,1.0
has\2021-09-09-2021-09-16_graph_AAPL_30_day.png,1.0
has\2021-09-10-2021-09-16_graph_AAPL_30_day.png,1.0
has\2021-09-10-2021-09-17_graph_AAPL_30_day.png,1.0
has\2021-09-13-2021-09-17_graph_AAPL_30_day.png,1.0
has\2021-09-13-2021-09-20_graph_AAPL_30_day.png,1.0
has\2021-09-14-2021-09-20_graph_AAPL_30_day.png,1.0
has\2021-09-14-2021-09-21_graph_AAPL_30_day.png,1.0
has\2021-09-15-2021-09-21_graph_AAPL_30_day.png,1.0
has\2021-09-15-2021-09-22_graph_AAPL_30_day.png,1.0
has\2021-09-16-2021-09-22_graph_AAPL_30_day.png,1.0
has\2021-09-16-2021-09-23_graph_AAPL_30_day.png,1.0
has\2021-09-17-2021-09-23_graph_AAPL_30_day.png,1.0
has\2021-09-17-2021-09-24_graph_AAPL_30_day.png,1.0
has\2021-09-20-2021-09-24_graph_AAPL_30_day.png,1.0
has\2021-09-20-2021-09-27_graph_AAPL_30_day.png,1.0
has\2021-09-21-2021-09-27_graph_AAPL_30_day.png,1.0
has\2021-09-21-2021-09-28_graph_AAPL_30_day.png,1.0
has\2021-09-22-2021-09-28_graph_AAPL_30_day.png,1.0
has\2021-09-22-2021-09-29_graph_AAPL_30_day.png,1.0
has\2021-09-23-2021-09-29_graph_AAPL_30_day.png,1.0
has\2021-09-23-2021-09-30_graph_AAPL_30_day.png,1.0
has\2021-09-24-2021-09-30_graph_AAPL_30_day.png,1.0
has\2021-09-24-2021-10-01_graph_AAPL_30_day.png,1.0
has\2021-09-27-2021-10-01_graph_AAPL_30_day.png,1.0
has\2021-09-27-2021-10-04_graph_AAPL_30_day.png,1.0
has\2021-09-28-2021-10-04_graph_AAPL_30_day.png,1.0
has\2021-09-28-2021-10-05_graph_AAPL_30_day.png,1.0
has\2021-09-29-2021-10-05_graph_AAPL_30_day.png,1.0
has\2021-09-29-2021-10-06_graph_AAPL_30_day.png,1.0
has\2021-09-30-2021-10-06_graph_AAPL_30_day.png,1.0
has\2021-09-30-2021-10-07_graph_AAPL_30_day.png,1.0
has\2021-10-01-2021-10-07_graph_AAPL_30_day.png,1.0
has\2021-10-01-2021-10-08_graph_AAPL_30_day.png,1.0
has\2021-10-04-2021-10-08_graph_AAPL_30_day.png,1.0
has\2021-10-04-2021-10-11_graph_AAPL_30_day.png,1.0
has\2021-10-05-2021-10-11_graph_AAPL_30_day.png,1.0
has\2021-10-05-2021-10-12_graph_AAPL_30_day.png,1.0
has\2021-10-06-2021-10-12_graph_AAPL_30_day.png,1.0
has\2021-10-06-2021-10-13_graph_AAPL_30_day.png,1.0
has\2021-10-07-2021-10-13_graph_AAPL_30_day.png,1.0
has\2021-10-07-2021-10-14_graph_AAPL_30_day.png,1.0
has\2021-10-08-2021-10-14_graph_AAPL_30_day.png,1.0
has\2021-10-08-2021-10-15_graph_AAPL_30_day.png,1.0
has\2021-10-11-2021-10-15_graph_AAPL_30_day.png,1.0
has\2021-10-11-2021-10-18_graph_AAPL_30_day.png,1.0
has\2021-10-12-2021-10-18_graph_AAPL_30_day.png,1.0
has\2021-10-12-2021-10-19_graph_AAPL_30_day.png,1.0
has\2021-10-13-2021-10-19_graph_AAPL_30_day.png,1.0
has\2021-10-13-2021-10-20_graph_AAPL_30_day.png,1.0
has\2021-10-14-2021-10-20_graph_AAPL_30_day.png,1.0
has\2021-10-14-2021-10-21_graph_AAPL_30_day.png,1.0
has\2021-10-15-2021-10-21_graph_AAPL_30_day.png,1.0
has\2021-10-15-2021-10-22_graph_AAPL_30_day.png,1.0
has\2021-10-18-2021-10-22_graph_AAPL_30_day.png,1.0
has\2021-10-18-2021-10-25_graph_AAPL_30_day.png,1.0
has\2021-10-19-2021-10-25_graph_AAPL_30_day.png,1.0
has\2021-10-19-2021-10-26_graph_AAPL_30_day.png,1.0
has\2021-10-20-2021-10-26_graph_AAPL_30_day.png,1.0
has\2021-10-20-2021-10-27_graph_AAPL_30_day.png,1.0
has\2021-10-21-2021-10-27_graph_AAPL_30_day.png,1.0
has\2021-10-21-2021-10-28_graph_AAPL_30_day.png,1.0
has\2021-10-22-2021-10-28_graph_AAPL_30_day.png,1.0
has\2021-10-22-2021-10-29_graph_AAPL_30_day.png,1.0
has\2021-10-25-2021-10-29_graph_AAPL_30_day.png,1.0
has\2021-10-25-2021-11-01_graph_AAPL_30_day.png,1.0
has\2021-10-26-2021-11-01_graph_AAPL_30_day.png,1.0
has\2021-10-26-2021-11-02_graph_AAPL_30_day.png,1.0
has\2021-10-27-2021-11-02_graph_AAPL_30_day.png,1.0
has\2021-10-27-2021-11-03_graph_AAPL_30_day.png,0.9990000128746033
has\2021-10-28-2021-11-03_graph_AAPL_30_day.png,1.0
has\2021-10-28-2021-11-04_graph_AAPL_30_day.png,1.0
has\2021-10-29-2021-11-04_graph_AAPL_30_day.png,0.9990000128746033
has\2021-10-29-2021-11-05_graph_AAPL_30_day.png,1.0
has\2021-11-01-2021-11-05_graph_AAPL_30_day.png,1.0
has\2021-11-01-2021-11-08_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-02-2021-11-08_graph_AAPL_30_day.png,1.0
has\2021-11-02-2021-11-09_graph_AAPL_30_day.png,1.0
has\2021-11-03-2021-11-09_graph_AAPL_30_day.png,1.0
has\2021-11-03-2021-11-10_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-04-2021-11-10_graph_AAPL_30_day.png,1.0
has\2021-11-04-2021-11-11_graph_AAPL_30_day.png,1.0
has\2021-11-05-2021-11-11_graph_AAPL_30_day.png,1.0
has\2021-11-05-2021-11-12_graph_AAPL_30_day.png,1.0
has\2021-11-08-2021-11-12_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-08-2021-11-15_graph_AAPL_30_day.png,1.0
has\2021-11-09-2021-11-15_graph_AAPL_30_day.png,1.0
has\2021-11-09-2021-11-16_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-10-2021-11-16_graph_AAPL_30_day.png,1.0
has\2021-11-10-2021-11-17_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-11-2021-11-17_graph_AAPL_30_day.png,1.0
has\2021-11-11-2021-11-18_graph_AAPL_30_day.png,1.0
has\2021-11-12-2021-11-18_graph_AAPL_30_day.png,1.0
has\2021-11-12-2021-11-19_graph_AAPL_30_day.png,1.0
has\2021-11-15-2021-11-19_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-15-2021-11-22_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-16-2021-11-22_graph_AAPL_30_day.png,0.9990000128746033
has\2021-11-16-2021-11-23_graph_AAPL_30_day.png,0.9959999918937683
has\2021-11-17-2021-11-23_graph_AAPL_30_day.png,0.9980000257492065
